number,title,author,commentsCount,reviewThreadsCount,reviewsCount
4515,Feat/circular deps,jasonsaayman,0,0,0
4514,Feat/circular deps,jasonsaayman,0,0,0
4511,add 'Context-Type' prop to AxiosRequestHeaders,zjlovezj,1,0,0
4506,Bump karma from 6.3.14 to 6.3.16,dependabot,0,0,0
4505,Use type alias instead of interface for AxiosPromise,phloose,1,0,0
4501,Bump url-parse from 1.5.4 to 1.5.10,dependabot,0,0,0
4500,Fix some word spelling and Lint style in comment,MageeLin,1,0,0
4495,Fixing getUri method for the Uncaught TypeError,theteladras,0,0,0
4494,Fixing #4440 requests ignore 0 and false as request payload,rayhu,3,0,0
4492,Changed `func-names` eslint rule to `as-needed`;,DigitalBrainJS,1,0,0
4491,Bump url-parse from 1.5.4 to 1.5.7,dependabot,1,0,0
4475,fix: create config headers types,felixmosh,3,0,0
4473,Bump follow-redirects from 1.14.7 to 1.14.8,dependabot,0,0,0
4472,"Revert ""Fixed isFormData predicate;""",jasonsaayman,0,0,0
4470,Env form data,carpben,0,0,0
4469,Add `toFormData` Node support and tests ,carpben,3,0,0
4468,Replacing deprecated substr() with slice(),JLL32,1,0,0
4465,multipart/form-data playground,carpben,0,0,0
4462,Update follow-redirects dependency due to Vurnerbility,cookieMr,1,0,0
4461,Bump karma from 6.3.11 to 6.3.14,dependabot,0,0,0
4448,Improved FormData support;,DigitalBrainJS,2,8,6
4446,Added FormData automatic serialization section to Readme.md;,DigitalBrainJS,0,0,0
4445,Adding node,carpben,2,0,0
4444,Enhance + Types for AxiosInterceptorOptions,iomariani,1,0,0
4436,Resolving proxy from env on redirect,mbargiel,14,7,8
4435,Fixing http tests to avoid hanging when assertions fail,mbargiel,1,5,1
4426,Fix/remove url required,jasonsaayman,1,0,0
4425,expand AxiosInstance types,zscumt123,1,0,0
4418,Updated README example to be coherent with the CommonJS usage,Secreto31126,0,0,0
4414,"Edited readme with 3 updated browser icons of chrome, firefox and safari.",Kr-Shanu,2,0,0
4413,Fixed isFormData predicate;,DigitalBrainJS,1,0,0
4391,Fix FormData example,nickjuntilla,0,0,0
4390,Fix browser support image broken when use camo link. :tea:,mrnonz,0,0,0
4387,Updating HTTP links in README.md to use HTTPS,Schweinepriester,0,0,0
4379,Updating follow-redirects to version 1.14.7,guscsales,13,0,0
4373,Updating default-headers (#4372),JaeseokWoo,2,0,0
4368,Added a reference to http(s) agent options in README,onne,1,0,1
4363,Update interceptor options to extensible,yunho1017,1,1,2
4356,Adding Axios Interceptor Option Type,yunho1017,2,0,0
4351,Updating webpack version to 5,arthurfiorette,2,0,0
4348,Feature: adding an adapter that supports HarmonyOS in axios,Alanscut,3,3,6
4346,Fixing removing package-lock from gitignore,brianadams731,1,0,0
4344,Expand isAxiosError types,Argeento,3,1,3
4340,Fixing default header's Content-Type (#4339),kazuya32,1,0,0
4334,Fixing AxiosRequestHeaders typings,turisap,0,0,0
4326,Adding connection timeout to http adapter,chrisgedrim,2,0,0
4322,add `string[]` to `AxiosRequestHeaders` type,estarossa0,3,0,1
4321,Add options for AxiosInterceptorManager's use method,witjs,2,0,0
4319,docs(ecosystem): add react hook plugin,wangcch,0,0,0
4301,Update package.json,carvalhonm,0,0,0
4293,fix: add isCancel type assert,chenjigeng,4,0,0
4291,Adding better error message when URL protocol is missing (#4244),Arne117,2,0,0
4287,Add the `responseEncoding` type to `AxiosRequestConfig`,robahtou,1,0,0
4275,Fixing request url is not exist,Thefurypig,1,1,1
4261,Fixed race condition on immediate requests cancellation,DigitalBrainJS,0,1,3
4259,Add @supercharge/sttp to ECOSYSTEM.md,marcuspoehls,1,0,0
4254,Fixing type inference of return value,kazu728,1,0,0
4248,Interceptor clear,Landro3,4,1,3
4241,Add native cookier jar,reb0und,1,1,1
4240,Adding restful style params support,kellyiscute,1,0,0
4238,Include axios-url-template in ECOSYSTEM.md,rafw87,1,0,0
4232,Fix grammatical issues in README,afzalsayed96,1,0,0
4229,Added generic `AxiosAbortSignal` TS interface to avoid importing AbortController polyfill,DigitalBrainJS,8,0,0
4225,update readme file,sadique43,0,0,0
4224,types: allow type definition for axios instance methods,jelleschutter,0,0,0
4221,True up dev,jasonsaayman,2,0,2
4220,Refactored project file structure to avoid circular imports;,DigitalBrainJS,6,0,0
4219,Update CHANGELOG.md,rijkvanzanten,1,0,0
4217,Fix CHANGELOG referenced PR,rivajunior,1,0,0
4215,Added progress capturing support for node.js environment;,DigitalBrainJS,4,0,0
4214,Cache dependencies in GitHub Actions CI workflow,ddzz,1,0,0
4213,Adding createDefaults method,07akioni,1,0,0
4212,Fixing issue #4192 NO_PROXY does not support *.com,MacaPecha,2,1,2
4210,fixing issue #4172 when passing null to isAxiosError + adding tests,mehanalavimajd,0,0,0
4208,clear error when invalid header value,T0shik,1,0,0
4207,docs: add to installing using pnpm ,reslear,1,0,0
4206,fix: AxiosInstance allow Generic,jacintoface,1,0,0
4205,Feature proposition data validation,p8nut,1,1,3
4202,Remove unnecessary checks in default transformRequest,brianhelba,1,0,0
4201,Fix TS definition for AxiosRequestTransformer,brianhelba,1,0,0
4198,Fixing Tranformer header argument types,Sirusblk,2,0,0
4197,Updating both adapters to set config.url to full URL,Hyperdraw,1,0,0
4195,Update types to include newly added Interceptor Options,jeffberry,1,0,0
4191,adding create instance config type as AxiosRequestConfig does not if always,Edmu,1,1,3
4189,Fix app crash on passing null to isAxiosError method. Issue #4172,nicolasmartinez0510,1,0,0
4186,revert: change type of AxiosResponse to any,ImRodry,7,2,3
4185,fix(types): allow to specify partial default headers for instance cre…,lukashroch,12,0,0
4180,Fixed app crash on passing null to axios.isAxiosError. Based on issue…,rohitnairtech,2,0,0
4179,Update webpack.config.js,liuzemei,1,0,0
4178,ci(workflow): add cache to workflows using actions/setup-node,oscard0m,1,0,0
4174,Adding missed Interceptor types,kaancembertas,2,0,0
4171,fix circular dep on defaults,salvoravida,1,0,0
4164,Move response type generic to last,ardyfeb,8,1,6
4147,Fixed TransitionalOptions typings,DigitalBrainJS,3,0,2
4144,Expand Headers types,bfaulk96,21,0,2
4143,Release/v0.22.0,jasonsaayman,0,0,0
4142,Change never type to unknown,remcohaszing,9,0,0
4140,Test types,remcohaszing,10,1,3
4136,fix response headers types,egmen,8,0,2
4135,Fix header type,AlexHladin,1,0,0
4133,Fix types of Axios requst methods,gstamac,5,2,5
4117,fix(types): default request headers types,lukashroch,1,0,1
4116,Distinguish request and response data types,caugner,4,1,7
4115,Fix missing semicolon in typings,caugner,0,0,0
4114,chore(docs): rename Angular to AngularJS,HyperLife1119,2,0,2
4111,"Revert ""Improved type-safety for AxiosRequestConfig (#2995)""",remcohaszing,11,0,3
4110,"feat: Add possibility to choose response type based on the response, resolves #4098",theo-js,1,0,1
4107,Release/v0.22.0,jasonsaayman,0,0,0
4096,refactor: added listen callback function,lpizzinidev,1,0,0
4078,Added optional ability for child instances to use actual parent config values,DigitalBrainJS,4,0,0
4077,"OData support, dont encode the path of the request",karim73,2,0,0
4076,"feature: allow path of the url to be decoded back, useful for OData q…",karim73,2,0,0
4075,Make the code more concise,lete114,1,1,7
4072,The better trim() polyfill.,catscarlet,1,0,1
4069,Fix node version on CI,rigor789,1,0,0
4066,Adding insecureHTTPParser type to AxiosRequestConfig,Evan-Finkelstein,0,0,1
4065,Feat/export package version constant,DigitalBrainJS,0,0,0
4059,Updating: add use options to type definitions,KhaledSMQ,1,0,0
4055,Adding defaultReject feature and _instanceId property (resolves #3984),theo-js,7,4,8
4052,Fixed default transitional config for custom Axios instance;,DigitalBrainJS,4,0,0
4050,Fixes umd build for non-web targets,rigor789,2,0,0
4046,Updating deprecated api of abortion in node.js,MoyuScript,0,0,0
4045,Adding `insecureHTTPParser` property to TypeScript typings,fishcharlie,1,0,0
4041,fix/Avoid package.json import;,DigitalBrainJS,3,0,0
4037,Interceptor Options,josephzidell,3,0,0
4033,add type options for interceptor use,igorwessel,2,0,0
4029,Fix/drop package.json import,DigitalBrainJS,2,0,0
4025,Release/0.21.4,jasonsaayman,0,0,0
4021,Fix/safe json stringify to avoid unnecessary string encoding.,DigitalBrainJS,0,0,0
4020,fix json transform when data is pre-stringified,gfortaine,22,0,0
4013,Fixing interceptor chain when request interceptor is asynchronous,nerdbeere,1,0,0
4008,Fixing buildURL anchor hash removal when no params are provided,gasparsigma,1,0,0
3991,Update client.html,vivekpal1,0,0,0
3990,Fixed confusion in baseURL at request config section,touhidurrr,0,0,0
3987,Fixed confusion in baseURL in config section,touhidurrr,0,0,0
3981,Create SECURITY.md,zidingz,0,0,0
3980,Security fix for ReDoS,ready-research,10,0,0
3975,"Fix ""Content-Length"" header for GET and DELETE methods",JIscariot,3,0,0
3970,Code breaks at null pathname in isURLSameOrigin bug fix,RahulChouhan96,5,0,0
3968,Adding inflation for deflate streams without zlib header,djs113,1,0,0
3967,Adding error handling inside stream end callback,djs113,0,0,0
3966,Fixing error handling when stream is destroyed while reading,djs113,3,0,0
3962,Fixing axiosRequestConfig params type,imwh0im,1,0,0
3961,Added errors to be displayed when the query parsing process itself fails.,djs113,2,1,6
3957,fix typo.,Cat7373,1,0,1
3953,Updating CI status badge,jasonsaayman,0,0,0
3952,fix: response interceptors doesn't work,gitBingxu,3,3,3
3951,Update bower.json,betterRay,0,0,0
3938,Adding CI on Github Actions.,koh110,10,0,0
3937,Adding CI,koh110,0,0,0
3936,README: fixing JSON syntax,MoSattler,0,0,1
3925,Resolving typing,imrafaelcezar,0,0,0
3922,fix: set user-agent header case-insensitively for http adapter,ranjan-purbey,2,0,0
3918,Adding responseEncoding prop type in AxiosRequestConfig,FCarvalhoVII,1,0,1
3916,Adding aborted event handler,koh110,5,0,0
3912,Changed the default values of the Accept header,djs113,1,1,2
3911,feat: fix proxy agent,unknown,0,2,1
3907,Adding restful subpath params support,kellyiscute,1,3,1
3906,Adding 'responseEncoding' prop missing Typescript,renanwilliam,3,0,2
3895,Uses only 'application/json' as default 'Accept' header,julianvargasalvarez,0,0,0
3866,"Write two request interceptors in a row, and the latter will be execu…",hkdg,0,0,0
3865,"Write two request interceptors in a row, and the latter will be executed later",hkdg,0,0,0
3852,Adding support for beforeRedirect config option,zoran995,4,4,5
3851,Abort codes,Ricardonacif,1,0,0
3850,"use Record<string, string> for headers",safareli,2,0,0
3847,Fixing README.md,snamiki1212,1,0,0
3837,Fixing instance data not being applied to request,Mahdhir,1,0,1
3836,Use native `Array.isArray()` in `utils.js`,ctjlewis,0,0,1
3831,change isCancel to be a type guard,graingert,3,0,0
3826,Added test for buildURL with null params.,diasbruno,5,0,0
3825,Fix README typo under Request Config,ThatGuySam,0,0,1
3822,fix obvious mistyping,sergiuchuckmisha,0,0,0
3818,Fixing README.md ,snamiki1212,1,1,2
3817,Update ECOSYSTEM.md,MattCCC,0,0,0
3816,Fixing `isAxiosError` typings to take generics,latipun7,12,0,0
3813,Fixes the sauce labs tests by bumping karma-sauce-launcher,anglinb,1,0,1
3809,Update isAbsoluteURL.js,lzxb,0,0,0
3807,Remove charset in tests,timemachine3030,0,0,1
3806,Added data type that defaults to any,ZibanPirate,1,0,0
3803,Add explanation of cancel token,jasonsaayman,0,0,0
3802,"Update line on methods, update TS definition to allow strings",rijkvanzanten,0,0,0
3800,Add AxiosInterceptorOptions to d.ts,Frugghi,3,0,0
3796,Add funding button to Axios,jasonsaayman,0,0,0
3794,Fix broken type-declaration,neurolag,0,0,0
3791,Adding error handling when missing url,wafuwafu13,0,0,0
3786,Fixing maxBodyLength enforcement,PauloRSF,5,0,0
3785,Fixing remove Content-Type when data is instance of FormData,norbertsongin,3,0,0
3784,Fixing a regression issue #2234 where url of instance config is ignored,daku10,2,0,0
3783,Adding custom return type support to interceptor,hippo2cat,1,0,0
3781,Adding parseInt to config.timeout,piiih,0,2,5
3773,Adding AxiosRequestConfig type for credential and mode,thdwlsgus0,1,0,0
3772,Updating `lib/core/README.md` about Dispatching requests,wafuwafu13,0,1,3
3771,[Updated] follow-redirects to the latest version,jasonsaayman,1,0,0
3767,Adding documentation for the type guard `isAxiosError`,johachi,0,0,1
3763,Feat/json improvements,DigitalBrainJS,0,0,0
3757,toFormData helper function,carpben,23,0,0
3756,toFormData helper function,carpben,2,0,1
3748,Fixing responseInterceptors are not work when requestInterceptors are asyncronous,zyxm5,0,0,1
3738,Fixing quadratic runtime and extra memory usage when setting a maxContentLength,bimbiltu,1,0,1
3737,Update 'getUri' method to use baseURL,sakarit-zz,3,0,1
3734,Add type for the third parameter to use,sirctseb,1,1,4
3727,Adding body serializer config method,alexbidenko,2,0,4
3717,Fix/karma sauce errors,jasonsaayman,0,0,0
3712,[Updated] karma sauce launcher,jasonsaayman,0,0,0
3707,Update README.md,jasonsaayman,0,0,0
3703,Adding ability to omit User-Agent header,MikeBishop,1,1,2
3694,[Updated] follow-redirects version,jasonsaayman,0,0,0
3688,"JSON improvements: throw if JSON parsing failed; number, boolean can be passed directly as payload for encoding to JSON #2613, #61, #907",DigitalBrainJS,7,2,11
3681,Change homepage link to https://axios-http.com,codemaster138,0,0,1
3667,chore: hotfix by I,olkorsia,0,0,0
3654,Adding type that Axios constructor in AxiosStatic,Mini-ghost,1,0,0
3645,Refactored AxiosError to be a constructor; Refactored Cancel [error] to be an AxiosError subclass;,DigitalBrainJS,4,1,1
3630,Update bind.js,mehanalavimajd,0,0,0
3619,Adding an error message for FormData when you use http adapter,qkreltms,0,0,0
3617,Adding type AxiosInstance Constructor in AxiosStatic,md-adil,5,0,1
3614,Release/1.0.0 beta.1,angel-moreno1,1,0,0
3613,Fixing possible runtime error in isAxiosError.js type guard,5argon,4,1,1
3610,Merge branch 0.21.1 into master,chinesedfan,0,0,0
3604,Update upgrade guide for https proxy setting,repl-andrew-ovens,0,0,1
3581,Fixed The timeoutErrorMessage property in config not work with Node.js (fixes #3580),duibu05,7,0,1
3567,Fixing a typographical error,paveg,1,0,2
3566,sorry - mistake!,paulotokimatu,0,0,0
3564,(Add tests to) document how multiple inceptors work,wolframkriesing,0,0,0
3562,"Add missing ""port"" definition to AxiosRequestConfig",jakub-gawryl,1,0,0
3546,refactor(helpers): optimize the logic of isAxiosError,BlackHole1,4,0,2
3545,chore: ignore yarn.lock file,BlackHole1,0,0,0
3544,Returned error treated when requesting uncommon URL,joaoGabriel55,4,2,3
3539,Default headers example AUTH_TOKEN comment,aliclark,1,2,5
3538,Fix the missing launcher,chinesedfan,0,0,1
3523,Removing duplicate functionality item in changelog,caikan,0,0,1
3519,"Updating always executed method ""then"" to ""finally""",orcuntuna,0,0,0
3515,Fixing docs in CONTRIBUTING.md,nishanttyagi18,1,0,0
3496,Adding axios-test-instance to ecosystem,remcohaszing,0,0,0
3485,Removing unused imports,advaiyalad,0,0,0
3477,Removing '[' and ']' from URL encode exclude characters,HealGaren,0,0,0
3471,Update the 'Global axios defaults' README to use a safer example,aliclark,8,0,0
3470,Don't rely on strict mode behaviour for arguments,emilbroman-eqt,2,0,1
3450,optimization: optimize the declaration file so that typescript can deduce better,qq326943819,1,0,0
3449,optimization: optimize the declaration file so that typescript can deduce better,qq326943819,1,0,0
3446,fix: Use String.prototype.trim() if available,ffflorian,1,0,0
3441,"Keep precision of big numbers, swapping json parser for json-bigint parser",HairyMike,1,0,0
3432,Unreachable code,rofrol,1,0,0
3422,Adding a socket handler for keep TCP connection,doowonee,1,0,0
3415,Fully automate dev setup with Gitpod,xyouman,0,0,0
3414,Update index.d.js for missing 'responseEncoding' property,rfazi,1,0,0
3413,Swap `.npmignore` with the `files` property of `package.json`,vladimyr,3,0,0
3410,Hotfix: Prevent SSRF,timemachine3030,25,5,3
3409,Update README.md,unknown,0,0,0
3401,Update dev dependencies,timemachine3030,0,1,4
3394,Run tests on BrowserStack,timemachine3030,0,0,0
3380,Removing '[' and ']' from URL encode exclude characters (#3316),HealGaren,1,0,0
3377,Testing and cleanup of transformResponse,timemachine3030,0,0,1
3376,Check Content-Type before using JSON.parse on response.,timemachine3030,1,0,0
3375,Use different socket for Win32 test,timemachine3030,4,0,0
3367,Update README.md,falstack,1,0,0
3364,"Remove the skipping of ""should support sockets"" test",timemachine3030,6,0,2
3362,use utils.toString instead Object.prototype.toString,yinjun1991,1,0,1
3361,Lock travis to not use node v15,jasonsaayman,5,0,0
3360,Fixing catch..then on examples (README page),halan,5,1,4
3342,Update types check,fanguangyi,1,1,3
3326,Convert data as empty object if undefined is passed,NawafSwe,1,0,0
3321,Avoid unnecessary Buffer allocations in Node.js,puzpuzpuz,2,0,0
3309,Fix typos,kkirsche,0,0,0
3305,Fixed cancelToken leakage; Added AbortController support;,DigitalBrainJS,11,1,2
3296,Missing info regarding semver exception in contributing.md,kamerat,2,0,0
3295,An alternative way to cancel requests using promise.cancel method,DigitalBrainJS,6,0,0
3289,"Revert ""Fixing overwrite Blob/File type as Content-Type in browser.""",Gerhut,0,0,2
3287,Fixing requestHeaders.Authorization,Allanbcruz,0,1,4
3282,fix axios.delete ignores config.data,chinesedfan,10,0,3
3272,adding multiple authentications headers,TedKoker,1,0,0
3270,added generic support for AxiosInstance,zmouse,2,0,0
3269,fix: added generic support for `AxiosInstance`,zmouse,0,0,0
3263,Adding multiple authentications in headers,TedKoker,1,0,0
3252,"docs: Fix simple typo, existant -> existent",timgates42,0,0,1
3237,Fixing node types,remcohaszing,8,0,1
3229,Adding generic support for instance method,vietanhtran16,1,0,0
3228,Fixing ProgressEvent type definitions so that Axios doesn't have to depend on lib dom (Fixes #3219),jan-molak,1,1,6
3222,Fixing #3219 by copying lib dom definitions,Guillaume-Mayer,1,0,0
3221,Fix #3219 by referencing DOM built-in library,Guillaume-Mayer,2,0,0
3209,Improve timeout error when timeout is browser default,dobesv,1,0,0
3206,"Revert ""Return http adapter by default""",jasonsaayman,1,0,0
3200,Fixing an issue that type 'null' and 'undefined' is not assignable to validateStatus when typescript strict option is enabled,cprayer,2,0,3
3180,Removing skip for support sockets test,MoonSupport,1,0,0
3176,Adding globalObject: 'this' to webpack config,Jezorko,0,0,0
3171,upgraded dependencies,vladimirschneider,0,0,0
3168,fix: `config.timeoutErrorMessage` not working on node,PaoJiao,0,0,0
3164,Adding some overlaping error checking,herbievine,1,0,0
3159,Fix transport bug,witjs,1,0,1
3153,Fixing Cancel' signature. (#3152),NoriSte,0,1,4
3149,Update README.md,douglascalhoun,1,0,0
3145,Adding Request Hooks functionality to axios,alob-mtc,0,0,0
3138,Support custom DNS lookup function,unknown,10,1,2
3111,Throw better error if url doesnt exist,shayneo,2,1,1
3107,Adding description about Global axios defaults & Config order of prec…,MoonSupport,1,2,7
3092,"Revert ""Return http adapter by default""",jasonsaayman,3,0,0
3084,Catch raised exception from IE 11.,unknown,3,0,0
3072,Fixing header removal on Node.js,TPXP,3,0,0
3070,Protocol not parsed when setting proxy config from env vars,jonathanfoster,7,3,6
3056,Don't unzip HTTP 304 Not Modified response empty body (#3055),kelson42,8,0,0
3050,add table of content (preview),frustak,1,1,3
3049,Fix stale bot config,chinesedfan,6,0,0
3036,Dont throw/catch transform exceptions on 304,pebl-work,1,0,0
3035,Add days and change name to work,jasonsaayman,0,0,0
3031,Update close-issues.yml,jasonsaayman,0,0,0
3029,Add GitHub actions to close stale issues/prs,chinesedfan,5,0,1
3022,Add GitHub actions to close invalid issues,chinesedfan,2,0,1
3021,Change headers type to string record,remcohaszing,1,0,1
3018,fix #3017 - align auto-import with README examples,donaldpipowitch,2,0,0
3006,Replace 'blacklist' with 'blocklist',rockcs1992,1,0,0
3002,Make the default type of response data never,remcohaszing,17,0,0
2995,Improved type-safety for AxiosRequestConfig,carloschida,0,0,0
2993,Added entry for axios-api-profiler in ecosystem,anubhavsrivastava,1,0,0
2992,Added jin-frame in ECOSYSTEM.md,imjuni,1,0,0
2982,"Revert ""Fixing default transformRequest with buffer pools""",jasonsaayman,1,0,0
2977,"Revert ""Bug/allow header to contain http verb keys #1252""",jasonsaayman,0,0,0
2976,change readme pull request,thoriqnf,0,0,0
2956,Adding HTTP status code to error.toJSON,byrne-greg,5,0,2
2950,update,gapkukb,0,0,0
2949,Adding a type guard for `AxiosError`,JasonHK,4,1,7
2943,Adding support for paramsValidator ([#2940](https://github.com/axios/axios/issues/2940)),gnana997,1,0,0
2942,Fixing... whitespace,NotMoni,0,0,1
2941,fix whitespace,NotMoni,1,0,0
2933,Fixing HTTPS proxy from env,tonywanteeed,2,0,0
2930,Adding nodejs http.request option: insecureHTTPParser for interoperability,fabiel-leon,3,0,0
2928,Documentation update to clear up ambiguity in code examples,jasonsaayman,2,0,1
2926,Leave traces about 'content-encoding',kingsimba,0,0,1
2914,Updating typings for `arraybuffer` and `stream` responseType,thesame,1,0,0
2912,Update README.md about validateStatus,lmeraki,0,0,1
2911,Update README.md about validateStatus,lmeraki,0,0,0
2893,Update README.md about validateStatus,lmeraki,0,1,1
2892,Removing 2 unneeded functions from the httpAdapter,romedu,4,0,1
2891,Feature: Fetch API Adapter,sgammon,17,0,0
2887,Update README.md for `data`,marcinx,0,1,2
2880,Caseless header comparing in HTTP adapter.,mastermatt,4,0,0
2874,Fix broken timeout behavior in Node.js environment,mooyoul,10,3,11
2872,Exposing the Axios constructor in index.d.ts,TimWolla,11,0,0
2865,Updating interceptor documentation,ZacharyGroff,1,0,0
2860,Add test with Node.js 12,chinesedfan,1,0,0
2859,Upgrade to follow-redirects@1.11.0,RubenVerborgh,4,0,0
2856,Make default transformResponse parse JSON more properly,chinesedfan,1,1,2
2854,Added statusCode,erwineverts,1,0,0
2851,Fixing 'progressEvent' type,bennycode,0,0,1
2849,Fixing sometimes response.data is string instead of object,zhming0,5,2,4
2844,Refactor mergeConfig without utils.deepMerge,chinesedfan,1,2,5
2831,declare types entry in package.json,howel52,1,0,0
2830,Fixing slow maxContentLength check,akhilstanis,5,0,0
2828,更新代码,Tomxuetao,0,0,0
2812,Don't drop ERR_FR_REDIRECTION_FAILURE #2811,iradul,1,1,8
2807,headers type check,hackteck,1,0,0
2806,"Create ""clear"" helper for InterceptorManager and optimize ""eject"" helper",michchan,1,0,0
2805,Updating documentation for usage form-data,remcohaszing,0,0,1
2801,Fix Non-standard environment `pathname` is undefined #2799,icksky,5,0,0
2800,Fix Non-standard environment `pathname` is undefined #2799,icksky,0,0,0
2798,Add `rawConfig` to response errors,brandon-leapyear,3,0,0
2797,Updating axios in types to be lower case,remcohaszing,20,0,2
2795,Allow axios.create(options) to be used recursively,whitfin,2,0,0
2787,Update README.md with standard words,PeterMortensen,1,0,1
2784,Fixing CHANGELOG.md issue link,Fonger,0,0,0
2781,Add independent `maxBodyLength` option,gualopezb,1,4,19
2778,Update ' sign to ` in proxy spec,jimmy-liao-gogoro,0,0,1
2773,Fixing an issue that type 'null' is not assignable to validateStatus,cprayer,5,0,1
2769,Adding method usePromise for allowing replace Promise used by axios,jgermade,5,0,0
2763,Add `onUploadProgress` and `onDownloadProgress` are browser only,ianwijma,0,0,1
2751,Fix moxios by not forcing adapters to resolve baseURL,brandon-leapyear,16,0,0
2749,Fix default custom properties are ignored,chinesedfan,1,1,1
2748,Fix tests in browsers,chinesedfan,0,0,0
2733,Update index.d.ts,XVincentX,1,0,0
2729,Refine arguments' types for error interceptors,xamgore,6,1,3
2727,Remove axios.all() and axios.spread() from Readme.md,ohtaeg,3,2,4
2726,Storing uploaded files in 'examples/upload'.,codingnoye,1,0,0
2725,Checking if json string is valid,Syeong2,1,2,1
2724,"Adding test code for ""Options of Http Method""",ohtaeg,2,4,1
2715,Add the missing `responseEncoding` typing,a14m,2,0,0
2702,issue#2609 | Sasha | predictable axios requests,SashaKoro,20,17,47
2695,Add test for redirecting with too large response,chinesedfan,0,1,3
2689,Compatible with follow-redirect aborts the request,chinesedfan,5,0,1
2683,Revert `finally` as `then`,chinesedfan,0,0,0
2681,Adding example GET request with header/body content,nick-w-nick,1,0,0
2679,Remove unnecessary XSS check introduced by #2451,chinesedfan,5,0,1
2671,Fix regular expressions in `isValidXss`,ZeroCho,8,1,3
2669,Allow baseURL to contain GET query parameters,mmomtchev,5,0,2
2666,Fixing issue for HEAD method and gziped repsonse,galkin,6,0,1
2664,Adding Table of Contents,artalar,1,0,0
2661,Adding option to disable automatic decompression,sazzy4o,2,2,4
2659,Testing if the CI runs,SashaKoro,3,0,0
2656,Fix merging of params,textbook,17,2,7
2652,WIP - try running in the CI,SashaKoro,1,0,0
2647,Adding axios headers,Keimeno,3,1,6
2643,Fix link formatting in CHANGELOG.md to display PR number in parens as link,emilyemorehouse,0,0,0
2642,Fix grammar,elinagorshkova,0,0,0
2639,Fixing typo in CHANGELOG.md,malik-steinert,1,0,1
2637,Integrate with gitpod,nisarhassan12,6,0,1
2634,Let's release v1.0.0.,schmod,2,2,1
2631,Updating docs to clarify config precedence behavior,leethomas,1,4,2
2626,add AxiosError to AxiosInterceptorManager use onRejected,bardiarastin,1,0,0
2619,fix(index.d.ts): fix ResponseEncoding  type,blastZ,1,2,2
2603,Removing charset setting when setting default header,mpark86,2,0,0
2601,Fixing unit test failure in Windows OS,jennynju,0,0,2
2591,Allow setting of withCredentials to false (solves #1837),bxjx,1,0,0
2589,Fix issue #2587 Default config keys,DavidTanner,4,4,6
2588,Adding form-data support,remcohaszing,1,0,1
2582,fix: fix ignore set withCredentials false,xchunzhao,0,0,2
2574,"Remove 'includes' API, fix CI build failure",Alanscut,1,2,8
2570,Fix CI build failure,Alanscut,0,0,1
2568,fix issue #2567 Rewrite the 'utils.deepMerge()' method,Alanscut,1,2,5
2563,fix: URL encoding on values,cambraca,5,3,2
2562,bugfix to allow working HTTPS via SSL/HTTPS Proxy #1885,darashenka,5,0,0
2557,add native allSettled method for axios from Promise,thomaslwq,0,0,0
2555,Update 'geturi' method for more information,Alanscut,5,0,1
2554,adding README_CN.md,thomaslwq,0,0,0
2553,Refine arguments for error interceptors,xamgore,9,1,2
2551,add axios.extend function,IVLIU,2,0,0
2547,Correctly pass agents to follow-redirects,mhassan1,4,0,3
2545,Fix issue #2239: Add a condition to check if status is a function,Alanscut,4,3,6
2541,fix issue #2235: add custom `btoa` in the environment which does not support it,Alanscut,9,0,0
2540,fixing Travis link,Alanscut,0,0,2
2538,"Fix badge, use master branch",yasuf,0,0,1
2536,"Dep updates, update polyfill handling",avindra,5,3,7
2533,use unknown instead of any,tusharmath,3,0,1
2529,Fix XSS logic that matched some valid urls,yasuf,0,0,0
2521,Experimental http2 adapter,yasuf,14,4,2
2520,Export the version in axios object,Alanscut,3,4,4
2516,Fix defaults on .request,yasuf,0,0,0
2514,Document #2440 fix,yasuf,0,0,0
2513,"Update docs with no_proxy change, issue #2484",yasuf,1,0,0
2508,Return http adapter by default,Alanscut,5,2,5
2504,remove License badge from README.md,helios1101,2,0,1
2502,Release 0.19.1,yasuf,23,0,0
2498,Add checkServerIdentity to request config for http adapter,Annihil,6,3,4
2496,Fix build,felipewmartins,1,0,0
2495,Add isTimeout to static API,EyalPerry,4,1,2
2491,Fixing memory leak in isURLSameOrigin,xinpingwang,6,0,0
2488,Change syntax to see if build passes,yasuf,5,0,0
2487,Fixing #2482 Can not override Content-Type on Headers when send GET requests,zhiwenxuan,1,1,2
2483,Fixing #2482 Can not override Content-Type on Headers when send GET requests,zhiwenxuan,0,0,0
2479,"Revert ""Update Webpack + deps, remove now unnecessary polyfills""",felipewmartins,1,0,0
2475,fix eslint warn,Alanscut,2,0,1
2470,Fixing getting local files (file://) failed,Alanscut,3,4,16
2467,我就是试一试fork好玩么,GeekChenYi,1,0,0
2466,Add error toJSON example,yasuf,0,0,0
2464,"Fix to prevent XSS, throw an error when the URL contains a JS script",yasuf,6,1,2
2458,"I don’t think this thing is necessary, I should delete it.",notbucai,1,0,1
2451,Fixing Vulnerability A Fortify Scan finds a critical Cross-Site Scrip…,hayawata3626,2,0,0
2446,Add license badge,Maskedman99,0,0,1
