number,title,author,commentsCount,reviewThreadsCount,reviewsCount
250,patch for issue 248 (send null instead of undefined),staticinstance,3,0,0
249,Fixing IE8 support by bringing back onreadystatechange,ctimmerm,1,1,0
243,better error handling and expose xhr,hugomrdias,1,0,0
235,Small grammar fix in UPGRADE_GUIDE.md,incrediblesound,0,0,0
234,switches check order of xhr/http for electron,samueleaton,7,0,0
233,Adding support for userscripting (Greasemonkey and derivatives),damoclark,1,0,0
228,Fixing missing defaults for custom instances,ctimmerm,6,0,0
227,Handle timeout on XHR requests,rogeriochaves,18,0,0
221,Fix typo,1000ch,2,0,0
216,Update README.md,kvzivn,0,0,0
212,Fixed typo in README.md,marcelometal,0,0,0
208,Adding Greasemonkey and derivatives userscript support,damoclark,2,0,0
205,Fixing reject not being called on xhr network errors.,latentflip,1,0,0
202,Fixing #201 by treating status code 1223 as a success code.,savantaparna,2,0,0
200,Expose XHR instance,AurelioDeRosa,7,0,0
198,Fixes redirect behavior to correctly set host/port,gschambers,2,0,0
195,Fixing #184 Content type removed if data is false,vandosant,11,0,0
190,[POC] implementation for #189,Ma27,8,4,0
185,Improve XDomainRequest implementation,jtangelder,3,1,0
183,Fixing config weirdness,mzabriskie,1,0,0
182,Only use XDomainRequest <= IE 9,anthwinter,2,0,0
179,"Merge defaults, request config, and instance config in request method and add support for defaults.baseURL",nickuraltsev,3,0,0
176,Fixing issue where request error could prevent the response from completing,clayreimann,4,0,0
174,"Fixing #171, don't fail on error responses with json payloads",aukevanleeuwen,0,0,0
173,"got rid of the colon after Basic, test passed",ryoia,0,0,0
172,"Fixing #171, don't fail on error responses with json payloads",aukevanleeuwen,3,0,0
168,Adding check for withCredentials in XHR adapter (#138),samjulien,2,0,0
167,Add support for HTTP Basic auth via Authorization header,idan,11,0,0
163,Use Typescript 1.6 style to identify typings file,johan-gorter,5,0,0
160,Add support for baseURL parameter,nickuraltsev,2,0,0
155,Adding native 'typings',xogeny,1,0,0
154,add config.paramsSerializer to http adapter,moonion,0,0,0
151,Added TypeScript definitions for interceptors,Schnueggel,1,0,0
149,Adding transparent decompression if `content-encoding` is set,Kosta-Github,0,0,0
146,follow redirects,skarbovskiy,6,0,0
145,fix(http): unzip data when `encoding-type === gzip`,iam4x,1,0,0
140,XDomainRequest support,vineethawal,8,0,0
139,Don't call slice on arguments,ctimmerm,0,0,0
136,Update README.md: instantiation,nickuraltsev,0,0,0
133,abortOnRetry and proxy for http.js,msangui,11,0,0
132,Don't include a process shim in the build,jtangelder,0,0,0
130,HTTP basic authentication.,lachenmayer,7,0,0
128,fixing http adapter WRT `responseType === 'arraybuffer'`,Kosta-Github,0,0,0
127,Don't use utils.forEach to loop over arguments,ctimmerm,2,0,0
126,"Update axios.d.ts, add Response.statusText",louislarry,0,0,0
123,Make axios instantiable,nickuraltsev,6,0,0
121,Add support third-party library to serialize url params,davidfou,4,0,0
120,Allow Access to Response Buffer,mjhasbach,1,0,0
115,native-or-bluebird for Promise implementation,gx0r,2,0,0
114,Add grunt-cli and phantomjs dev deps,gx0r,0,0,0
112,Added defaults.timeout to default config.,bananaoomarang,3,0,0
109,es6-promise polyfill added back to support non es6 node.js,vineethawal,0,0,0
106,return result from callback,theverything,0,0,0
105,FIX typescript definition to correctly type promise callbacks,thomasguillory,0,0,0
102,"allow passing an agent through to node http requests, closes #68",nlf,0,0,0
101,Fixing encoding object params and adding support of deep object params,davidfou,10,0,0
100,Fixing dependencies version,davidfou,0,0,0
98,Adding `xsrf` configuration option to allow for toggling of XSRF protection,skevy,11,0,0
96,Adding 'progress' config option for monitoring uploads and downloads,barberdt,16,0,0
91,Fixing isArrayLike to allow length as a param. Added test,instagibb,5,0,0
87,Fixing ie8 error,jinzhubaofu,1,0,0
85,"In browsers check for XMLHttpRequest, not window",tomaash,7,0,0
74,"Proposed fix for #73, open for suggestions",webbushka,2,0,0
54,Use inline-source-map for non-min,kentcdodds,7,0,0
52,Adding typescript element to package.json for TSD linking,ryiwamoto,2,0,0
49,Fixing arrays in get params,maxhoffmann,23,0,0
37,Add support for arraybuffer requests in browser,nnarhinen,2,0,0
35,Closes #34.,jmdobry,1,0,0
32,Get stack traces in bad responses. Closes #24,jtmarmon,11,0,0
30,"Delete fails in IE8/IE9, the verb needs to be capitalized.",torarnek,4,0,0
27,feature-interceptors,jmdobry,2,0,0
25,Add a TypeScript definition for Axios with included tests,blittle,1,0,0
22,Automatic Content-Type for FormData uploads,nnarhinen,6,0,0
21,Custom adapters and instances,esamattis,22,0,0
15,Adding support for jsonp request,fraserxu,6,0,0
13,Handle UTF-8 multibyte sequences in node,mathbruyen,0,0,0
10,Allow ArrayBuffer and related views as data,mathbruyen,2,0,0
6,Status and headers not given to then/success,mathbruyen,5,0,0
5,Browserify fix,bttmly,2,0,0
