number,title,author,createdAt,closedOrMergedAt,reviewsCount,hoursOpen
5071,Fix defaultModel undefined error,ZTH7,2024-07-21T08:57:38Z,2024-07-25T13:02:39+00:00,19,100.08
5080,feat: improve components structure,Dogtiti,2024-07-22T08:03:59Z,2024-07-22T11:08:02+00:00,2,3.07
5092,[Artifacts] add preview html code,lloydzhou,2024-07-23T06:34:29Z,2024-07-26T09:28:49+00:00,18,74.91
5093,feat: update i18n,DDMeaqua,2024-07-23T07:33:42Z,2024-08-16T08:20:32+00:00,3,576.78
5095,feat: 支持百度千帆SDK,dl102306,2024-07-23T12:50:15Z,2024-10-10T13:18:45+00:00,3,1896.47
5103,hotfix cache upload image,lloydzhou,2024-07-25T09:23:55Z,2024-07-25T11:01:10+00:00,2,1.62
5110,chore: update owner,Dogtiti,2024-07-26T08:01:04Z,2024-07-26T11:28:45+00:00,2,3.46
5112,Chore: Remove Unused Imports and Add ESLint Rules,DDDDD12138,2024-07-26T09:52:09Z,2024-09-18T03:37:47+00:00,6,1289.76
5126,fix: replace '&' with concurrently for cross-platform compatibility,DDDDD12138,2024-07-29T07:39:41Z,2024-08-02T11:22:57+00:00,3,99.72
5136,✨ feat(markdown): 对纯文本的代码块内容进行折行处理,frostime,2024-07-29T11:19:36Z,2024-08-02T11:22:13+00:00,2,96.04
5141,hotfix for using google api in app,lloydzhou,2024-07-30T04:03:34Z,2024-07-30T07:42:30+00:00,2,3.65
5147,fix: locales => Locale,Dogtiti,2024-07-30T13:27:51Z,2024-08-02T10:02:13+00:00,2,68.57
5154,fix: sidebar title style,Dogtiti,2024-07-31T14:11:00Z,2024-08-02T10:01:51+00:00,2,43.85
5157,Feature/tencent,lloydzhou,2024-08-01T05:19:15Z,2024-08-01T15:56:28+00:00,7,10.62
5160,CUSTOM_MODELS - support wildcard and entire providerName,bestsanmao,2024-08-01T06:32:02Z,2025-01-27T05:10:33+00:00,1,4294.64
5163,补充信息,Wakler-Wei,2024-08-01T09:35:28Z,2024-08-01T15:50:41+00:00,2,6.25
5166,1,ins13014778,2024-08-01T12:00:47Z,2024-08-01T15:50:55+00:00,1,3.84
5173,add dalle3 model,lloydzhou,2024-08-02T10:02:47Z,2024-08-05T12:49:37+00:00,5,74.78
5174,style: Fixed an issue where the sample of the reply content was displayed out of order,ahzmr,2024-08-02T14:35:58Z,2024-08-06T08:52:43+00:00,5,90.28
5175,✨ feat: 为命令前缀（ `:` ）增加对中文符号 `：`的支持,frostime,2024-08-02T14:42:25Z,2024-08-03T02:37:51+00:00,6,11.92
5179,✨ feat(config): Config the font-family of chat content,frostime,2024-08-03T08:32:43Z,2024-08-03T13:04:43+00:00,2,4.53
5180,✨ feat: 调整模型列表，将自定义模型放在前面显示,frostime,2024-08-03T09:19:10Z,2024-08-05T12:49:07+00:00,24,51.5
5181,Feature/support iflytek spark,webws,2024-08-03T09:48:38Z,2024-08-06T11:32:43+00:00,29,73.73
5183,Shanhsishenji patch 2,shanhsishenji,2024-08-04T10:58:50Z,2024-08-05T01:33:58+00:00,1,14.59
5184,Shanhsishenji patch 1,shanhsishenji,2024-08-04T11:02:31Z,2024-08-05T01:34:11+00:00,1,14.53
5187,合并,buoooou,2024-08-04T14:15:33Z,2024-08-05T01:34:25+00:00,1,11.31
5190,reduce cloudflare functions build size,lloydzhou,2024-08-05T03:37:45Z,2024-08-05T06:07:55+00:00,6,2.5
5194,fix: baidu error_code 336006,HyiKi,2024-08-05T07:59:12Z,2024-08-06T05:56:44+00:00,9,21.96
5200,解决DISABLE_GPT4 =1 时不要禁止 gpt-4o-mini 模型,mayfwl,2024-08-05T10:58:45Z,2024-08-06T04:20:42+00:00,2,17.37
5206,禁用gpt-4不禁用gpt-4o-mini,mayfwl,2024-08-06T04:52:57Z,2024-08-06T07:26:04+00:00,1,2.55
5209,解决禁止gpt4时禁止gpt4o-mini的bug,mayfwl,2024-08-06T08:47:35Z,2024-08-06T13:24:17+00:00,2,4.61
5211,feat: jest,Dogtiti,2024-08-06T11:17:30Z,2024-10-10T13:02:05+00:00,5,1561.74
5219,修复ChatGPTNextWeb页面的无障碍问题,mayfwl,2024-08-07T02:56:47Z,2024-08-08T05:59:16+00:00,10,27.04
5223,修复拼写错误,122cygf,2024-08-07T09:24:01Z,2024-08-07T13:29:43+00:00,2,4.09
5235,代码折叠,mayfwl,2024-08-08T13:09:49Z,2024-08-16T08:34:13+00:00,14,187.41
5240,feat: Enhance message context menu,fengzai6,2024-08-09T07:00:20Z,2024-08-28T06:34:12+00:00,3,455.56
5243,use regex to split model and providerName to process multi '@' symbols,QAbot-zh,2024-08-09T16:16:39Z,2024-11-06T02:49:56+00:00,1,2122.55
5245,dall-e-3 adds 'quality' and 'style' options,MrrDrr,2024-08-10T03:12:33Z,2024-08-13T07:31:19+00:00,4,76.31
5257,chore(deps): bump react-router-dom from 6.15.0 to 6.26.0,dependabot,2024-08-12T10:47:31Z,2024-08-12T14:41:56+00:00,1,3.91
5258,chore(deps): bump @vercel/speed-insights from 1.0.2 to 1.0.12,dependabot,2024-08-12T10:47:46Z,2024-08-12T14:41:49+00:00,1,3.9
5270,feat: add model name to conversation page,DDMeaqua,2024-08-14T02:59:55Z,2024-08-15T12:12:33+00:00,2,33.21
5271,Dev,smilecamo,2024-08-14T05:21:56Z,2024-08-14T08:37:32+00:00,2,3.26
5273,Update README.md,ElricLiu,2024-08-14T12:40:31Z,2024-08-15T06:35:48+00:00,2,17.92
5274,feat: add a page to search chat history,Movelocity,2024-08-14T14:33:29Z,2024-08-20T16:58:01+00:00,16,146.41
5280,Added summary model for Claude LLMs.,ChenglongWang,2024-08-15T08:26:14Z,2024-10-10T13:18:19+00:00,2,1348.87
5281,Fix: the issue where custom values cannot be selected when the default value of `CUSTOM_MODELS` includes `-all`.,yooyui,2024-08-16T03:04:24Z,2024-10-14T09:20:31+00:00,1,1422.27
5288,fix: Determine if Tencent is authorized,zhangjian10,2024-08-18T15:48:43Z,2024-08-19T01:20:58+00:00,2,9.54
5292,chore(deps): bump zustand from 4.3.8 to 4.5.5,dependabot,2024-08-19T10:49:44Z,2024-08-20T12:22:30+00:00,1,25.55
5293,chore(deps): bump emoji-picker-react from 4.9.2 to 4.11.1,dependabot,2024-08-19T10:49:50Z,2024-08-20T12:22:59+00:00,1,25.55
5300,Hotfix: Expand button for code block,lloydzhou,2024-08-21T03:08:03Z,2024-08-21T06:12:03+00:00,3,3.07
5303,Modify View All Languages,mayfwl,2024-08-21T06:31:14Z,2024-08-21T08:28:36+00:00,3,1.96
5304,fix no max_tokens in payload when the vision model name does not cont…,dustookk,2024-08-21T07:34:31Z,2024-09-19T12:34:23+00:00,2,701.0
5305,V3,libaxuan,2024-08-21T08:42:59Z,2024-08-21T10:50:36+00:00,1,2.13
5306,fix: artifact render error,mayfwl,2024-08-21T09:10:02Z,2024-08-21T10:48:44+00:00,2,1.65
5309,Update README.md,ElricLiu,2024-08-23T09:29:29Z,2024-08-24T04:11:47+00:00,1,18.7
5316,fix: close 5315,rxliuli,2024-08-25T17:45:48Z,2024-11-07T12:08:39+00:00,6,1770.38
5319,chore(deps-dev): bump eslint-config-next from 13.4.19 to 14.2.6,dependabot,2024-08-26T10:38:11Z,2024-08-27T10:08:00+00:00,1,23.5
5320,chore(deps): bump @next/third-parties from 14.1.0 to 14.2.6,dependabot,2024-08-26T10:38:20Z,2024-08-27T10:08:01+00:00,1,23.49
5324,feat: add indexDB,Dogtiti,2024-08-26T13:14:09Z,2024-08-27T10:07:20+00:00,5,20.89
5325,Create fu,baishazi,2024-08-27T00:57:15Z,2024-08-27T10:07:45+00:00,1,9.18
5329,feat: add tts & stt,DDMeaqua,2024-08-27T11:57:34Z,2024-09-18T06:44:48+00:00,7,522.79
5331,Feature plugin (GPTs like action based on function call),lloydzhou,2024-08-28T16:03:00Z,2024-09-06T12:06:50+00:00,18,212.06
5338,chore(deps-dev): bump webpack from 5.88.1 to 5.94.0,dependabot,2024-08-30T17:01:28Z,2024-08-31T05:52:58+00:00,1,12.86
5341,Chat ahzmr,darkelfzdy,2024-08-31T05:34:10Z,2024-09-23T07:03:30+00:00,1,553.49
5356,fix: hydrated for indexedDB,Dogtiti,2024-09-03T09:13:38Z,2024-09-04T11:14:18+00:00,4,26.01
5364,更新,DeJaVuSy,2024-09-05T08:45:34Z,2024-09-05T12:34:15+00:00,1,3.81
5367,update,Rabbit-ai,2024-09-05T15:15:08Z,2024-09-06T01:18:39+00:00,1,10.06
5369,feat: add summarize model setting,williamwa,2024-09-06T03:48:39Z,2024-09-18T11:35:45+00:00,2,295.79
5375,fix: update package version,Kosette,2024-09-06T15:11:56Z,2024-09-07T03:55:23+00:00,2,12.72
5376,add chatgpt-4o-latest,MrrDrr,2024-09-06T17:45:32Z,2024-09-08T02:15:41+00:00,1,32.5
5382,fix: proper localstorage usage,SukkaW,2024-09-07T13:21:59Z,2024-09-09T08:48:49+00:00,2,43.45
5386,fix: safaLocalStorage,Dogtiti,2024-09-08T05:24:42Z,2024-09-09T08:48:26+00:00,2,27.4
5396,feat: add shortcut key,DDMeaqua,2024-09-09T11:04:19Z,2024-09-12T05:57:24+00:00,4,66.88
5402,fix: selector css,DDMeaqua,2024-09-11T09:58:07Z,2024-09-18T07:19:09+00:00,1,165.35
5405,fix typo in UI,xmcp,2024-09-12T11:57:44Z,2024-09-12T13:47:39+00:00,1,1.83
5416,feat: add o1 model,skymkmk,2024-09-13T05:41:29Z,2024-09-13T08:26:42+00:00,12,2.75
5418,fixed: html codeblock include 2 newline,lloydzhou,2024-09-13T08:28:43Z,2024-09-13T09:32:21+00:00,1,1.06
5426,feat: summarize model customization,skymkmk,2024-09-13T13:28:54Z,2024-09-14T06:18:25+00:00,5,16.83
5428,Add a space between model and provider in ModelSelector to improve readability.,Dakai,2024-09-13T19:23:53Z,2024-09-14T01:57:52+00:00,1,6.57
5430,feat: menual regen title,skymkmk,2024-09-13T23:46:13Z,2024-09-14T10:10:32+00:00,1,10.41
5432,feat fork,mayfwl,2024-09-14T06:21:26Z,2024-09-18T07:04:27+00:00,5,96.72
5435,fix: #5429 Anthropic authentication_error CORS,DDMeaqua,2024-09-14T08:07:47Z,2024-09-15T02:07:24+00:00,1,17.99
5444,fix: config hydration and default model forced to set gpt-3.5-turbo,skymkmk,2024-09-15T18:18:08Z,2024-09-18T07:26:47+00:00,2,61.14
5459,add tts,DDMeaqua,2024-09-18T05:38:46Z,2024-09-18T07:42:16+00:00,6,2.06
5462,fix: Avoid fetching prompts.json serverside,JuliusMoehring,2024-09-18T16:12:04Z,2024-09-19T01:50:21+00:00,2,9.64
